# Authors of papers coded as being about China (CHN in country_iso3_list)
# Source: data/country_classified.csv  |  Total papers: 217
# Format per line: AUTHORS  |  Title  (JOURNAL YEAR, doi:DOI)  [setting; iso3_list]
#----------------------------------------------------------------------------------------------------
Matilde Bombardini; Bingjing Li; Francesco Trebbi  |  Did US Politicians Expect the China Shock?  (AER 2022, doi:10.1257/aer.20210140)  [single_country; CHN]
Mónica Martínez-Bravo; Gerard Padró i Miquel; Nancy Qian; Yang Yao  |  The Rise and Fall of Local Elections in China  (AER 2022, doi:10.1257/aer.20181249)  [single_country; CHN]
Yiming Cao; Shuo Chen  |  Rebel on the Canal: Disrupted Trade Access and Social Conflict in China, 1650–1911  (AER 2022, doi:10.1257/aer.20201283)  [single_country; CHN]
Michael Greenstone; Guojun He; Ruixue Jia; Tong Liu  |  Can Technology Solve the Principal-Agent Problem? Evidence from China’s War on Air Pollution  (AERI 2022, doi:10.1257/aeri.20200373)  [single_country; CHN]
Michael König; Kjetil Storesletten; Zheng Song; Fabrizio Zilibotti  |  From Imitation to Innovation: Where Is All That Chinese R&amp;D Going?  (ECMA 2022, doi:10.3982/ecta18586)  [single_country; CHN]
Tasso Adamopoulos; Loren Brandt; Jessica Leight; Diego Restuccia  |  Misallocation, Selection, and Productivity: A Quantitative Analysis With Panel Data From China  (ECMA 2022, doi:10.3982/ecta16598)  [single_country; CHN]
Christian Düben; Melanie Krause  |  The Emperor’s Geography—City Locations, Nature and Institutional Optimisation  (EJ 2022, doi:10.1093/ej/ueac063)  [single_country; CHN]
Haoran He; David Neumark; Qian Weng  |  ‘I Still Haven't Found What I'm Looking For’: Evidence of Directed Search from a Field Experiment*  (EJ 2022, doi:10.1093/ej/ueac066)  [single_country; CHN]
Liang Chen; Eugene Choo  |  Identification and Parametric Estimation of Empirical Dynamic Marriage Matching Models  (EJ 2022, doi:10.1093/ej/ueac052)  [single_country; CHN]
Naijia Guo; Xiaoyu Xia; Junsen Zhang  |  A Matching Model of Co-Residence with a Family Network: Empirical Evidence from China  (EJ 2022, doi:10.1093/ej/ueac043)  [single_country; CHN]
Ting Chen; Li Han; James Kai‐sing Kung; Jiaxin Xie  |  Trading Favours through the Revolving Door: Evidence from China’s Primary Land Market*  (EJ 2022, doi:10.1093/ej/ueac060)  [single_country; CHN]
Wukuang Cun; Vincenzo Quadrini; Qi Sun; Junjie Xia  |  Dynamics of Trade Credit in China  (EJ 2022, doi:10.1093/ej/ueac036)  [single_country; CHN]
Di Bu; Yin Liao  |  Land property rights and rural enterprise growth: Evidence from land titling reform in China  (JDE 2022, doi:10.1016/j.jdeveco.2022.102853)  [single_country; CHN]
Emin Dinlersoz; Zhe Fu  |  Infrastructure investment and growth in China: A quantitative assessment  (JDE 2022, doi:10.1016/j.jdeveco.2022.102916)  [single_country; CHN]
Jiarui Cao; Yiqing Xu; Chuanchuan Zhang  |  Clans and calamity: How social capital saved lives during China's Great Famine  (JDE 2022, doi:10.1016/j.jdeveco.2022.102865)  [single_country; CHN]
Juncong Guo; Xi Qu  |  Competition in household human capital investments: Strength, motivations and consequences  (JDE 2022, doi:10.1016/j.jdeveco.2022.102937)  [single_country; CHN]
Li Zhang; Lunyu Xie; Xinye Zheng  |  Across a few prohibitive miles: The impact of the Anti-Poverty Relocation Program in China  (JDE 2022, doi:10.1016/j.jdeveco.2022.102945)  [single_country; CHN]
Nicola Bianchi; Yi Lu; Hong Song  |  The effect of computer-assisted learning on students’ long-term development  (JDE 2022, doi:10.1016/j.jdeveco.2022.102919)  [single_country; CHN]
Nora Cheng; Elliott Fan; Tsong-Min Wu  |  Sweet unbinding: Sugarcane cultivation and the demise of foot-binding  (JDE 2022, doi:10.1016/j.jdeveco.2022.102876)  [single_country; CHN]
Qing Hu; Wenjing Li; Chen-Ta Lin; Lai Wei  |  Trade-induced competition and ownership dynamics  (JDE 2022, doi:10.1016/j.jdeveco.2022.102979)  [single_country; CHN]
Shiyu Bo; Cong Liu; Yan Zhou  |  Military investment and the rise of industrial clusters: Evidence from China’s self-strengthening movement  (JDE 2022, doi:10.1016/j.jdeveco.2022.103015)  [single_country; CHN]
Shuai Chen; Paulina Oliva; Peng Zhang  |  The effect of air pollution on migration: Evidence from China  (JDE 2022, doi:10.1016/j.jdeveco.2022.102833)  [single_country; CHN]
Shuo Chen; Haoyuan Ding; Shu Lin; Haichun Ye  |  From past lies to current misconduct: The long shadow of China's Great Leap Forward  (JDE 2022, doi:10.1016/j.jdeveco.2022.102888)  [single_country; CHN]
Wei Huang; Hong Liu  |  Early childhood exposure to health insurance and adolescent outcomes: Evidence from rural China  (JDE 2022, doi:10.1016/j.jdeveco.2022.102925)  [single_country; CHN]
Wenbiao Sha  |  The political impacts of land expropriation in China  (JDE 2022, doi:10.1016/j.jdeveco.2022.102985)  [single_country; CHN]
Xiao Feng; Yongjin Wang; Laixun Zhao  |  Export capacity constraints and distortions  (JDE 2022, doi:10.1016/j.jdeveco.2022.102889)  [single_country; CHN]
Xiqian Cai; Wei Jiang; Hong Song; Huihua Xie  |  Pay for performance schemes and manufacturing worker productivity: Evidence from a kinked design in China  (JDE 2022, doi:10.1016/j.jdeveco.2022.102840)  [single_country; CHN]
Xueying Lyu  |  Car restriction policies and housing markets  (JDE 2022, doi:10.1016/j.jdeveco.2022.102850)  [single_country; CHN]
Maiting Zhuang  |  Intergovernmental Conflict and Censorship: Evidence from China’s Anti-Corruption Campaign  (JEEA 2022, doi:10.1093/jeea/jvac036)  [single_country; CHN]
Jing Cai; Shing-Yi Wang  |  Improving Management Through Worker Evaluations: Evidence from Auto Manufacturing  (QJE 2022, doi:10.1093/qje/qjac019)  [single_country; CHN]
Ying Bai; Ruixue Jia; Jiaojiao Yang  |  Web of Power: How Elite Networks Shaped War and Politics in China  (QJE 2022, doi:10.1093/qje/qjac041)  [single_country; CHN]
Chen Zhao; Xian Jiang; Zhikuo Liu; Juan Carlos Suárez Serrato; Daniel Yi Xu  |  Tax Policy and Lumpy Investment Behaviour: Evidence from China’s VAT Reform  (RES 2022, doi:10.1093/restud/rdac027)  [single_country; CHN]
Martin Beraja; David Y. Yang; Noam Yuchtman  |  Data-intensive Innovation and the State: Evidence from AI Firms in China  (RES 2022, doi:10.1093/restud/rdac056)  [single_country; CHN]
Joel Rodrigue; Dan Sheng; Yong Tan  |  Exporting, Abatement, and Firm-Level Emissions: Evidence from China’s Accession to the WTO  (RESTAT 2022, doi:10.1162/rest_a_01194)  [single_country; CHN]
Yang Jiao; Zhikuo Liu; Zhiwei Tian; Xiaxin Wang  |  The Impacts of the U.S. Trade War on Chinese Exporters  (RESTAT 2022, doi:10.1162/rest_a_01229)  [single_country; CHN]
Yuan Tian  |  International Trade Liberalization and Domestic Institutional Reform: Effects of WTO Accession on Chinese Internal Migration Policy  (RESTAT 2022, doi:10.1162/rest_a_01175)  [single_country; CHN]
Yumi Koh; Jing Li; Jianhuan Xu  |  Subway, Collaborative Matching, and Innovation  (RESTAT 2022, doi:10.1162/rest_a_01279)  [single_country; CHN]
Jian Chu; Raymond Fisman; Songtao Tan; Yongxiang Wang  |  Hometown Ties and the Quality of Government Monitoring: Evidence from Rotation of Chinese Auditors  (AEJ_Applied 2021, doi:10.1257/app.20190516)  [single_country; CHN]
Pei Gao; Yu-Hsiang Lei  |  Communication Infrastructure and Stabilizing Food Prices: Evidence from the Telegraph Network in China  (AEJ_Applied 2021, doi:10.1257/app.20190416)  [single_country; CHN]
Wei Huang; Chuanchuan Zhang  |  The Power of Social Pensions: Evidence from China's New Rural Pension Scheme  (AEJ_Applied 2021, doi:10.1257/app.20170789)  [single_country; CHN]
Wolfgang Keller; Carol H. Shiue; Xin Wang  |  Capital Markets in China and Britain, 1770–1860: Evidence from Grain Prices  (AEJ_Applied 2021, doi:10.1257/app.20180299)  [multi_country; CHN]
Yizhen Gu; Chang Q. Jiang; Junfu Zhang; Ben Zou  |  Subways and Road Congestion  (AEJ_Applied 2021, doi:10.1257/app.20190024)  [single_country; CHN]
Chia‐Wen Chen; Weimin Hu; Christopher R. Knittel  |  Subsidizing Fuel-Efficient Cars: Evidence from China’s Automobile Industry  (AEJ_EP 2021, doi:10.1257/pol.20170098)  [single_country; CHN]
Panle Jia Barwick; Shengmao Cao; Shanjun Li  |  Local Protectionism, Market Structure, and Social Welfare: China’s Automobile Market  (AEJ_EP 2021, doi:10.1257/pol.20180513)  [single_country; CHN]
Yi Fan; Junjian Yi; Junsen Zhang  |  Rising Intergenerational Income Persistence in China  (AEJ_EP 2021, doi:10.1257/pol.20170097)  [single_country; CHN]
Chen Zhao; Zhikuo Liu; Juan Carlos Suárez Serrato; Daniel Yi Xu  |  Notching R&amp;D Investment with Corporate Income Tax Cuts in China  (AER 2021, doi:10.1257/aer.20191758)  [single_country; CHN]
Victor Couture; Benjamin Faber; Yizhen Gu; Lizhi Liu  |  Connecting the Countryside via E-Commerce: Evidence from China  (AERI 2021, doi:10.1257/aeri.20190382)  [single_country; CHN]
Shengyu Li; Hongsong Zhang  |  Does External Monitoring from the Government Improve the Performance of State-Owned Enterprises?  (EJ 2021, doi:10.1093/ej/ueab048)  [single_country; CHN]
Shihe Fu; V. Brian Viard; Peng Zhang  |  Air Pollution and Manufacturing Firm Productivity: Nationwide Estimates for China  (EJ 2021, doi:10.1093/ej/ueab033)  [single_country; CHN]
Zhiwu Chen; Chicheng Ma; Andrew J. Sinclair  |  Banking on the Confucian Clan: Why China Developed Financial Markets so Late  (EJ 2021, doi:10.1093/ej/ueab082)  [single_country; CHN]
Bing Li; Chang Liu; Stephen Teng Sun  |  Do corporate income tax cuts decrease labor share? Regression discontinuity evidence from China  (JDE 2021, doi:10.1016/j.jdeveco.2021.102624)  [single_country; CHN]
Chong‐En Bai; Wei Chi; Tracy Xiao Liu; Chao Tang; Jian Xu  |  Boosting pension enrollment and household consumption by example: A field experiment on information provision  (JDE 2021, doi:10.1016/j.jdeveco.2020.102622)  [single_country; CHN]
Guiying Laura Wu; Qu Feng; Zhifeng Wang  |  A structural estimation of the return to infrastructure investment in China  (JDE 2021, doi:10.1016/j.jdeveco.2021.102672)  [single_country; CHN]
Haichao Fan; Yuchao Peng; Huanhuan Wang; Zhiwei Xu  |  Greening through finance?  (JDE 2021, doi:10.1016/j.jdeveco.2021.102683)  [single_country; CHN]
Jiawei Mo; Larry D. Qiu; Hongsong Zhang; Xiaoyu Dong  |  What you import matters for productivity growth: Experience from Chinese manufacturing firms  (JDE 2021, doi:10.1016/j.jdeveco.2021.102677)  [single_country; CHN]
Jingting Fan; Ben Zou  |  Industrialization from scratch: The “Construction of Third Front” and local economic development in China's hinterland  (JDE 2021, doi:10.1016/j.jdeveco.2021.102698)  [single_country; CHN]
John Giles; Xin Meng; Sen Xue; Guochang Zhao  |  Can information influence the social insurance participation decision of China's rural migrants?  (JDE 2021, doi:10.1016/j.jdeveco.2021.102645)  [single_country; CHN]
Lei Fang; Berthold Herrendorf  |  High-skilled services and development in China  (JDE 2021, doi:10.1016/j.jdeveco.2021.102671)  [single_country; CHN]
Mengdi Liu; Ruipeng Tan; Bing Zhang  |  The costs of “blue sky”: Environmental regulation, technology upgrading, and labor demand in China  (JDE 2021, doi:10.1016/j.jdeveco.2020.102610)  [single_country; CHN]
Mi Dai; Wei Huang; Yifan Zhang  |  How do households adjust to tariff liberalization? Evidence from China's WTO accession  (JDE 2021, doi:10.1016/j.jdeveco.2021.102628)  [single_country; CHN]
Qing Liu; Ruosi Lu; Yi Lu; Tuan Anh Luong  |  Import competition and firm innovation: Evidence from China  (JDE 2021, doi:10.1016/j.jdeveco.2021.102650)  [single_country; CHN]
Ruixue Jia; Xiaohuan Lan; Gerard Padró i Miquel  |  Doing business in China: Parental background and government intervention determine who owns busines  (JDE 2021, doi:10.1016/j.jdeveco.2021.102670)  [single_country; CHN]
Shang‐Jin Wei; Ziru Wei; Jianhuan Xu  |  On the market failure of “missing pioneers”  (JDE 2021, doi:10.1016/j.jdeveco.2021.102705)  [single_country; CHN]
Shaohua Chen; Martin Ravallion  |  Reconciling the conflicting narratives on poverty in China  (JDE 2021, doi:10.1016/j.jdeveco.2021.102711)  [single_country; CHN]
Shihe Fu; Brian Viard; Peng Zhang  |  Trans-boundary air pollution spillovers: Physical transport and economic costs by distance  (JDE 2021, doi:10.1016/j.jdeveco.2021.102808)  [single_country; CHN]
Susan Ou; Heyu Xiong  |  Mass persuasion and the ideological origins of the Chinese Cultural Revolution  (JDE 2021, doi:10.1016/j.jdeveco.2021.102732)  [single_country; CHN]
Wenchao Li  |  The “miseries” of sex imbalance: Evidence using subjective well-being data  (JDE 2021, doi:10.1016/j.jdeveco.2021.102634)  [single_country; CHN]
Wyatt Brooks; Joseph P. Kaboski; Yao Amber Li; Wei Qian  |  Exploitation of labor? Classical monopsony power and labor's share  (JDE 2021, doi:10.1016/j.jdeveco.2021.102627)  [multi_country; CHN;IND]
Xiangyu Shi; Tianyang Xi; Xiaobo Zhang; Yifan Zhang  |  “Moving Umbrella”: Bureaucratic transfers and the comovement of interregional investments in China  (JDE 2021, doi:10.1016/j.jdeveco.2021.102717)  [single_country; CHN]
Yi Chen; Hanming Fang  |  The long-term consequences of China's “Later, Longer, Fewer” campaign in old age  (JDE 2021, doi:10.1016/j.jdeveco.2021.102664)  [single_country; CHN]
Zhibo Tan; Shang‐Jin Wei; Xiaobo Zhang  |  Deadly discrimination: Implications of “missing girls” for workplace safety  (JDE 2021, doi:10.1016/j.jdeveco.2021.102678)  [single_country; CHN]
Kinda Hachem; Zheng Song  |  Liquidity Rules and Credit Booms  (JPE 2021, doi:10.1086/715074)  [single_country; CHN]
Markus K. Brunnermeier; Michael Sockin; Wei Xiong  |  China’s Model of Managing the Financial System  (RES 2021, doi:10.1093/restud/rdab098)  [single_country; CHN]
Emir Malikov; Shunan Zhao  |  On the Estimation of Cross-Firm Productivity Spillovers with an Application to FDI  (RESTAT 2021, doi:10.1162/rest_a_01080)  [single_country; CHN]
Jie Bai; Ludovica Gazzè; Yukun Wang  |  Collective Reputation in Trade: Evidence from the Chinese Dairy Industry  (RESTAT 2021, doi:10.1162/rest_a_01032)  [single_country; CHN]
Jingting Fan; Yi Lu; Wenlan Luo  |  Valuing Domestic Transport Infrastructure: A View from the Route Choice of Exporters  (RESTAT 2021, doi:10.1162/rest_a_01084)  [single_country; CHN]
Ying Bai; Ruixue Jia  |  The Economic Consequences of Political Hierarchy: Evidence from Regime Changes in China, 1000–2000 C.E.  (RESTAT 2021, doi:10.1162/rest_a_01058)  [single_country; CHN]
Ying Bai; Ruixue Jia  |  The Economic Consequences of Political Hierarchy: Evidence from Regime Changes in China, 1000-2000 C.E.  (RESTAT 2021, doi:10.1162/rest_a_01091)  [single_country; CHN]
